id,x,y,theta
364,6.98128,-2.27814,1.82792
365,6.92105,-1.99478,1.33259
366,7.02806,-1.87178,0.780377
367,7.47368,-1.43674,0.783197
368,7.93552,-0.996513,0.735189
369,7.95806,-0.980525,0.483058
370,7.97754,-0.978647,-0.104889
371,7.98081,-0.978063,-0.65131
372,8.40916,-1.32792,-0.679008
373,8.88081,-1.69364,-0.677044
374,9.35841,-2.09713,-0.738254
375,9.69568,-2.39761,-0.774804
376,9.68868,-2.39375,-0.0974727
377,9.74075,-2.36036,0.580327
378,10.2908,-1.98224,0.627159
379,10.7907,-1.57105,0.704092
380,11.2573,-1.12255,0.81496
381,11.4189,-0.943635,0.955889
382,11.4188,-0.933951,1.97727
383,11.4171,-0.931494,2.98476
384,11.4234,-0.923975,-2.31453
385,11.416,-0.924445,-1.2629
386,11.5108,-1.05168,-1.03007
387,11.9507,-1.47674,-0.689046
388,12.4287,-1.85138,-0.690299
389,12.8749,-2.24632,-0.784421
390,12.9148,-2.28307,-0.331571
391,12.7745,-2.2703,0.0288566
392,12.7582,-2.25533,1.02711
393,12.76,-2.20472,2.22629
394,12.7493,-2.18724,-3.10547
395,12.991,-2.10587,-2.78712
396,12.9994,-2.10165,-2.79775
397,13.0043,-2.09614,-2.81948
398,13.0142,-2.09049,-2.63741
399,12.9397,-2.15879,-2.35669
400,12.4937,-2.60544,-2.31825
401,12.0605,-3.03785,-2.41309
402,11.5272,-3.35908,-2.68341
403,10.9719,-3.6259,-2.7196
404,10.4385,-3.84708,-2.80094
405,10.449,-3.8293,-2.27174
406,10.4451,-3.79931,-1.30125
407,10.5706,-4.11031,-1.17586
408,10.7925,-4.6559,-1.21618
409,10.8809,-4.90999,-1.31845
410,10.8895,-4.88873,-1.95218
411,10.9007,-4.87427,-2.54705
412,10.4062,-5.08892,-2.75321
413,9.82687,-5.30337,-2.83532
414,9.24345,-5.50393,-2.73418
415,8.64532,-5.75394,-2.72689
416,8.36374,-5.88641,-2.78179
417,8.07229,-5.87707,3.07752
418,7.63375,-5.84378,3.03267
419,7.63755,-5.84323,-2.81893
420,7.69175,-5.81845,-2.60233
421,7.69871,-5.81231,-1.63349
422,7.69781,-5.81593,-0.392757
423,7.70131,-5.81675,-0.046604
424,7.6995,-5.8169,-0.0457605
425,7.69684,-5.82006,-0.0335481
426,7.69499,-5.82022,-0.0421906
427,7.72568,-5.82123,-0.0385949
428,8.38649,-5.82993,-0.0436568
429,9.0301,-5.86696,-0.084017
430,9.37078,-5.90103,-0.129702
431,9.34626,-5.89859,-0.0773706
432,9.35746,-5.90473,-0.708416
433,9.35905,-5.91242,-1.38501
434,9.33192,-6.44814,-1.61282
435,9.31043,-7.08768,-1.64085
436,9.24387,-7.72507,-1.64936
437,9.20262,-8.37181,-1.64114
438,9.15843,-8.84194,-1.67096
439,9.15463,-8.84933,-2.10553
440,9.1605,-8.84188,-2.74688
441,9.17994,-8.83815,2.91604
442,9.19113,-8.84404,2.28842
443,9.19146,-8.84641,1.72319
444,9.19214,-8.83204,1.13335
445,9.19608,-8.82519,0.477002
446,9.19564,-8.82635,0.679446
447,9.20789,-8.80287,1.31265
448,9.34746,-8.18034,1.33044
449,9.46973,-7.54258,1.43208
450,9.55299,-6.90519,1.44602
451,9.59779,-6.43477,1.48879
452,9.59492,-6.43532,1.11094
453,9.58967,-6.43854,0.488944
454,9.85111,-6.41404,0.067069
455,10.4491,-6.37928,0.0463576
456,11.0801,-6.36393,-0.0183898
457,11.4329,-6.38004,-0.106272
458,11.4282,-6.36923,-0.752505
459,11.4208,-6.33502,-1.36102
460,11.4068,-6.73425,-1.61822
461,11.3484,-7.35243,-1.70631
462,11.2695,-7.86376,-1.74644
463,11.277,-7.85285,-0.906555
464,11.5345,-7.92227,-0.228778
465,12.1202,-8.04658,-0.221151
466,12.6756,-8.18947,-0.276917
467,13.2488,-8.36274,-0.3205
468,13.8664,-8.57235,-0.355801
469,14.4613,-8.82954,-0.438476
470,14.9183,-9.03847,-0.419343
471,14.9258,-9.04316,-0.618786
472,14.942,-9.06516,-1.2506
473,14.9454,-9.0699,-1.89034
474,14.9455,-9.07278,-2.52083
475,14.9473,-9.07332,-3.09448
476,14.9467,-9.07447,2.53765
477,14.9508,-9.08261,1.97826
478,14.9525,-9.09075,1.35135
479,14.9533,-9.09276,0.89716
480,14.953,-9.09435,1.45932
481,14.9525,-9.07784,2.46154
482,14.9566,-9.07926,2.79773
483,14.9628,-9.08145,2.79237
484,14.5344,-8.92873,2.82792
485,13.9331,-8.74811,2.8256
486,13.3297,-8.54353,2.83512
487,12.7176,-8.37223,2.86339
488,12.1037,-8.19908,2.89951
489,11.6324,-8.09779,2.92993
490,11.6387,-8.09493,-2.86815
491,11.6416,-8.08442,-1.93204
492,11.6281,-8.31483,-1.62901
493,11.5745,-8.91997,-1.68406
494,11.4961,-9.53268,-1.74499
495,11.4362,-10.1547,-1.63779
496,11.3993,-10.7721,-1.52015
497,11.4022,-11.3963,-1.60637
498,11.3424,-12.023,-1.70844
499,11.2216,-12.6464,-1.72576
500,11.2857,-13.2133,-1.39743
501,11.3679,-13.7886,-1.4703
502,11.4004,-14.4805,-1.5556
503,11.4006,-14.9232,-1.57336
504,11.3987,-14.9188,-0.712703
505,11.6431,-14.944,-0.0902371
506,12.2358,-15.014,-0.243601
507,12.8193,-15.1743,-0.32294
508,13.3907,-15.3789,-0.336966
509,14.0102,-15.6042,-0.393349
510,14.367,-15.7583,-0.407715
511,14.3672,-15.7506,0.467795
512,14.3778,-15.7219,1.66782
513,14.3934,-15.7121,2.62371
514,14.3235,-15.694,2.84943
515,13.7095,-15.521,2.8501
516,13.1225,-15.3339,2.86557
517,12.527,-15.1931,2.89334
518,11.9331,-15.0483,2.91729
519,11.4087,-14.9307,2.90122
520,11.2461,-14.8744,-2.98405
521,11.2563,-14.8485,-1.98005
522,11.1958,-15.2388,-1.71622
523,11.1107,-15.8587,-1.72393
524,11.0133,-16.4311,-1.76609
525,10.9137,-16.9763,-1.74254
526,10.8048,-17.5416,-1.80139
527,10.6635,-18.1199,-1.83619
528,10.489,-18.685,-1.91214
529,10.2829,-19.2871,-1.94065
530,10.0413,-19.888,-1.97092
531,9.77767,-20.4635,-2.05093
532,9.68018,-20.653,-2.00049
533,9.67777,-20.6513,-1.00116
534,9.68564,-20.6533,-0.334511
535,9.68922,-20.6536,-0.33503
536,10.0474,-20.7345,-0.20451
537,10.6543,-20.8779,-0.262682
538,11.2155,-21.0426,-0.289967
539,11.8241,-21.2465,-0.354918
540,12.4113,-21.4946,-0.448006
541,13.0023,-21.7184,-0.285922
542,13.6339,-21.8557,-0.230407
543,13.7552,-21.8854,-0.260253
544,13.7795,-21.8749,0.376438
545,13.7917,-21.835,1.44247
546,13.8122,-21.8899,2.26923
547,13.8221,-21.8876,-2.99252
548,13.8236,-21.8719,-2.06983
549,13.8188,-21.8719,-1.26347
550,13.8249,-21.8502,-1.74353
551,13.8376,-21.8424,-2.37014
552,13.8486,-21.8396,-3.00285
553,13.7092,-21.7869,2.70275
554,13.1152,-21.5049,2.66712
555,12.5364,-21.2329,2.75579
556,11.9345,-21.017,2.89068
557,11.3311,-20.8491,2.84976
558,10.7558,-20.6947,2.93104
559,10.7502,-20.686,2.52452
560,10.7508,-20.6566,2.0241
561,10.7407,-20.6459,2.52981
562,10.5563,-20.6466,-3.10939
563,9.97952,-20.5726,2.98216
564,9.3719,-20.485,3.03101
565,8.76528,-20.4099,2.96751
566,8.76568,-20.4511,-2.54546
567,8.76752,-20.4547,-1.7253
568,8.7141,-20.9861,-1.66592
569,8.66965,-21.5499,-1.70578
570,8.60636,-22.1252,-1.70033
571,8.55817,-22.4776,-1.75288
572,8.53915,-22.507,-2.00312
573,8.51003,-22.5915,-1.73437
574,8.56382,-22.6462,-0.810883
575,8.64011,-22.6499,0.164296
576,8.64394,-22.6497,1.18865
577,8.63699,-22.6348,2.1576
578,8.62728,-22.5996,1.79193
579,8.48892,-21.9493,1.80613
580,8.31425,-21.3121,1.88035
581,8.10786,-20.6912,1.92188
582,7.87471,-20.0796,1.96415
583,7.73886,-19.773,2.04261
584,7.74356,-19.76,2.88378
585,7.15857,-19.6266,3.00121
586,6.56369,-19.5583,3.09796
587,5.94316,-19.5544,3.12269
588,5.31198,-19.5348,3.12651
589,4.78172,-19.5621,-3.08541
590,4.23905,-19.6032,-3.02067
591,3.71347,-19.682,-3.02607
592,3.17753,-19.7539,-3.03221
593,2.9892,-19.7619,-2.83168
594,2.9961,-19.7885,-1.87094
595,2.90726,-20.3925,-1.6436
596,2.87139,-20.9987,-1.67053
597,2.79641,-21.6565,-1.71436
598,2.70422,-22.2555,-1.75709
599,2.62259,-22.633,-1.82387
600,2.63344,-22.651,-1.01878
601,2.67164,-22.6651,-0.00224467
602,2.6989,-22.6578,1.01014
603,2.66271,-22.4243,1.78135
604,2.59581,-21.8093,1.53647
605,2.59839,-21.1646,1.61822
606,2.55269,-20.5202,1.65952
607,2.55918,-19.9328,1.57766
608,2.54374,-19.55,1.62135
609,2.5393,-19.5324,1.95639
610,2.52987,-19.5287,2.88639
611,1.93124,-19.3784,2.88869
612,1.45609,-19.2432,2.89082
613,1.49214,-19.2493,-2.93004
614,1.48975,-19.2456,-1.89487
615,1.49948,-19.7322,-1.59147
616,1.50188,-20.3551,-1.64336
617,1.35396,-20.9609,-1.86442
618,1.17258,-21.5661,-1.85674
619,0.998776,-22.137,-1.86031
620,0.796983,-22.7203,-1.95877
621,0.924071,-22.4054,-2.01253
622,1.04085,-22.1646,-2.08999
623,0.97979,-22.1827,-2.63204
624,0.871487,-22.1674,3.0029
625,0.797017,-22.1049,2.33859
626,0.761027,-22.063,1.71502
627,0.850064,-21.6988,1.29969
628,1.05493,-21.0937,1.19561
629,1.25736,-20.4817,1.26329
630,1.41649,-19.8808,1.34455
631,1.52097,-19.3556,1.3611
632,1.4701,-19.324,2.02737
633,1.38953,-19.3132,-3.12944
634,0.738536,-19.3299,-3.09244
635,0.122056,-19.33,3.0672
636,-0.487296,-19.2985,3.05856
637,-1.07395,-19.232,2.96942
638,-1.46285,-19.1552,2.9392
639,-2.07105,-19.0559,3.01863
640,-2.68488,-18.9511,2.94968
641,-3.28378,-18.8438,2.94026
642,-3.85566,-18.71,2.89361
643,-4.34083,-18.5705,2.8086
644,-4.33021,-18.5632,-2.76576
645,-4.39954,-18.7343,-1.8763
646,-4.51075,-19.3617,-1.58364
647,-4.43801,-20.0043,-1.29733
648,-4.19356,-20.6122,-1.13297
649,-4.00452,-21.1903,-1.47291
650,-4.08516,-21.8264,-1.73224
651,-4.08178,-21.9774,-0.936709
652,-4.05478,-21.9786,0.0838297
653,-4.03481,-21.9623,1.10953
654,-4.05007,-21.6654,1.61978
655,-4.0709,-21.1123,1.61341
656,-4.08061,-20.511,1.5993
657,-4.19572,-19.8986,1.87344
658,-4.39367,-19.2836,1.86567
659,-4.51399,-18.7916,1.79381
660,-4.50359,-18.7829,2.39234
661,-4.68919,-18.764,3.04409
662,-5.28924,-18.7067,3.11298
663,-5.88354,-18.7241,-3.06994
664,-5.88955,-18.74,-2.55202
665,-5.89918,-18.8132,-1.7036
666,-5.96104,-19.4197,-1.66551
667,-6.0083,-19.9839,-1.66003
668,-6.06142,-20.5761,-1.63338
669,-6.09767,-21.1995,-1.65767
670,-6.18452,-21.8154,-1.71629
671,-6.22653,-22.1062,-1.66048
672,-6.13516,-21.5199,-1.74867
673,-6.07187,-21.2472,-1.87822
674,-6.05087,-21.2307,-2.52438
675,-6.01905,-21.2263,-3.13109
676,-6.00681,-21.2336,2.5307
677,-5.99857,-21.2383,1.91678
678,-5.97677,-21.0128,1.47244
679,-5.93093,-20.4302,1.53595
680,-5.9729,-19.9871,1.88231
681,-6.14449,-19.4114,1.84927
682,-6.334,-18.8179,1.89099
683,-6.43775,-18.5328,2.04277
684,-6.42048,-18.5618,3.12157
685,-6.82297,-18.7289,-2.71791
686,-7.26336,-18.8716,-2.86213
687,-7.85151,-19.0312,-2.89714
688,-8.44615,-19.1596,-2.90893
689,-9.00595,-19.3065,-2.88131
690,-9.53826,-19.4831,-2.80721
691,-9.92676,-19.6196,-2.83532
692,-9.92362,-19.6406,-2.30132
693,-9.89979,-19.7159,-1.26169
694,-9.88135,-19.7486,-0.426838
695,-9.8664,-19.7435,0.372796
696,-9.83224,-19.7722,1.39782
697,-9.84676,-19.8024,1.14463
698,-9.51072,-19.5857,0.489596
699,-8.9538,-19.2694,0.603554
700,-8.44487,-18.9028,0.657038
701,-8.01473,-18.5352,0.716183
702,-7.5378,-18.2142,0.601024
703,-7.03007,-17.8734,0.635303
704,-6.53855,-17.4841,0.653525
705,-6.03215,-17.0575,0.724142
706,-5.60307,-16.7378,0.455377
707,-5.57891,-16.7389,-0.0653792
708,-5.57257,-16.7446,-0.705045
709,-5.61507,-16.7004,-1.03699
710,-5.6168,-16.6833,-1.59875
711,-5.60453,-16.6922,-2.19636
712,-5.58261,-16.6823,-2.75752
713,-6.05425,-16.7367,-3.04269
714,-6.60673,-16.7171,3.04325
715,-7.23518,-16.6849,-3.13627
716,-7.86627,-16.6692,3.00894
717,-8.48922,-16.6059,3.09374
718,-9.24978,-16.4947,2.91841
719,-9.86768,-16.3841,2.99291
720,-10.4797,-16.2772,2.93373
721,-11.0987,-16.1659,3.00197
722,-11.1165,-16.1632,3.06869
723,-11.1352,-16.1914,-2.1242
724,-11.1261,-16.2253,-1.05493
725,-11.1006,-16.2396,-0.420437
726,-10.7754,-16.2329,0.0338348
727,-10.1378,-16.1895,0.0646078
728,-9.49813,-16.1604,0.0660287
729,-8.86138,-16.095,0.123716
730,-8.23913,-15.9979,0.16127
731,-7.5913,-15.892,0.173523
732,-7.45518,-15.8568,0.620207
733,-7.4513,-15.8498,1.61697
734,-7.51518,-15.2938,1.69512
735,-7.58137,-14.6912,1.66314
736,-7.57389,-14.6846,2.2628
737,-7.56642,-14.6847,3.06373
738,-8.14431,-14.6503,3.08284
739,-8.74723,-14.5606,3.02528
740,-9.24873,-14.5255,3.0886
741,-9.23581,-14.5276,2.71985
742,-9.24039,-14.5206,2.0672
743,-9.23822,-14.5066,1.45053
